loan_index_v49,loan_id,issue_month,loan_amnt,base_return_vec,pd_point,pd_high_alpha01,qhat_v4,weak_source_proxy,grade,period,score_decile,state_top20,income_band,dti_band
10394,158654809,2019-09,1600.0,120.96000000000001,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H2,0,PA,inc_q5,dti_q1
10395,158609343,2019-09,5775.0,436.59,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H2,0,VA,inc_q4,dti_q3
10396,158145105,2019-09,12000.0,907.2,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H2,0,VA,inc_q4,dti_q1
10397,144672898,2018-12,16000.0,1209.6,0.030262143407864303,0.080874323411772,0.0,0.0,A,2018H2,0,FL,inc_q4,dti_q1
10398,155835861,2019-07,18000.0,1360.8,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H2,0,CA,inc_q4,dti_q2
10399,155720365,2019-07,24000.0,1814.4,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H2,0,other_state,inc_q5,dti_q3
10400,150379687,2019-04,1000.0,75.6,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,other_state,inc_q3,dti_q3
10401,150434021,2019-04,12500.0,945.0,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,CA,inc_q5,dti_q1
10402,150332795,2019-04,14400.0,1088.64,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,other_state,inc_q5,dti_q2
10403,148466158,2019-03,5000.0,378.0,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,WA,inc_q3,dti_q1
10404,145504081,2018-12,4800.0,362.88,0.030262143407864303,0.080874323411772,0.0,0.0,A,2018H2,0,WA,inc_q2,dti_q2
10405,148804446,2019-03,5750.0,434.7,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,GA,inc_q1,dti_q3
10406,153158519,2019-06,12000.0,907.2,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,CA,inc_q4,dti_q3
10407,149156247,2019-03,16000.0,1209.6,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,other_state,inc_q5,dti_q2
10408,149895716,2019-04,10000.0,756.0,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,NY,inc_q3,dti_q1
10409,149743248,2019-04,3000.0,226.8,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,other_state,inc_q1,dti_q2
10410,145764989,2019-01,15000.0,1134.0,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,TX,inc_q5,dti_q2
10411,145765334,2019-01,24000.0,1814.4,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,NY,inc_q5,dti_q1
10412,146894571,2019-01,4000.0,302.4,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,NJ,inc_q4,dti_q1
10413,143248491,2018-11,4500.0,340.2,0.030262143407864303,0.080874323411772,0.0,0.0,A,2018H2,0,OH,inc_q4,dti_q2
10414,155702726,2019-07,15000.0,1134.0,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H2,0,other_state,inc_q3,dti_q3
10415,155776294,2019-07,5000.0,378.0,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H2,0,OH,inc_q5,dti_q1
10416,159011226,2019-09,5000.0,378.0,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H2,0,MD,inc_q2,dti_q1
10417,159060330,2019-09,12025.0,909.09,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H2,0,other_state,inc_q5,dti_q3
10418,158198900,2019-09,8000.0,604.8,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H2,0,other_state,inc_q5,dti_q2
10419,143256172,2018-11,7175.0,542.43,0.030262143407864303,0.080874323411772,0.0,0.0,A,2018H2,0,TX,inc_q4,dti_q3
10420,153338355,2019-06,7500.0,567.0,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,NC,inc_q3,dti_q2
10421,153250400,2019-06,24000.0,1814.4,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,CO,inc_q4,dti_q1
10422,153315471,2019-06,3500.0,264.6,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,NV,inc_q3,dti_q3
10423,147323810,2019-02,9000.0,680.4,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,other_state,inc_q4,dti_q1
10424,152843487,2019-06,5000.0,378.0,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,other_state,inc_q3,dti_q2
10425,147189114,2019-02,7400.0,559.44,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,CA,inc_q4,dti_q3
10426,159790277,2019-10,11200.0,846.72,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H2,0,TX,inc_q5,dti_q3
10427,158902050,2019-09,16000.0,1209.6,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H2,0,other_state,inc_q3,dti_q5
10428,160045550,2019-10,6000.0,453.6,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H2,0,TX,inc_q4,dti_q1
10429,145595210,2019-01,2300.0,173.88,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,CO,inc_q5,dti_q1
10430,146181116,2019-01,14400.0,1088.64,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,NC,inc_q3,dti_q1
10431,146310385,2019-01,7075.0,534.87,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,CA,inc_q3,dti_q2
10432,154331643,2019-07,32000.0,2419.2,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H2,0,CA,inc_q5,dti_q1
10433,143637311,2018-11,7000.0,529.2,0.030262143407864303,0.080874323411772,0.0,0.0,A,2018H2,0,NJ,inc_q2,dti_q2
10434,149644630,2019-04,5000.0,378.0,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,other_state,inc_q3,dti_q3
10435,167329954,2020-03,4000.0,302.4,0.030262143407864303,0.080874323411772,0.0,0.0,A,2020,0,NY,inc_q5,dti_q1
10436,144830955,2018-12,8000.0,604.8,0.030262143407864303,0.080874323411772,0.0,0.0,A,2018H2,0,TX,inc_q1,dti_q5
10437,167611704,2020-03,16000.0,1209.6,0.030262143407864303,0.080874323411772,0.0,0.0,A,2020,0,CA,inc_q5,dti_q1
10438,148264399,2019-02,12275.0,927.99,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,FL,inc_q3,dti_q4
10439,148250989,2019-03,10000.0,756.0,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,IL,inc_q5,dti_q1
10440,148327728,2019-03,7000.0,529.2,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,CO,inc_q2,dti_q1
10441,151926144,2019-06,10800.0,816.48,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,VA,inc_q5,dti_q2
10442,152567513,2019-05,6500.0,491.4,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,TX,inc_q4,dti_q3
10443,148318085,2019-03,3300.0,249.48,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,FL,inc_q2,dti_q3
10444,148476719,2019-03,28000.0,2116.8,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,AZ,inc_q4,dti_q4
10445,150799747,2019-04,1000.0,75.6,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,NY,inc_q1,dti_q1
10446,149888848,2019-04,15000.0,1134.0,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,OH,inc_q4,dti_q1
10447,152770485,2019-06,16000.0,1209.6,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,NJ,inc_q5,dti_q1
10448,145728440,2019-01,8000.0,604.8,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,other_state,inc_q2,dti_q3
10449,162914424,2019-12,6725.0,508.41,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H2,0,WA,inc_q3,dti_q2
10450,154647667,2019-07,1200.0,90.72,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H2,0,MA,inc_q3,dti_q1
10451,159550925,2019-09,3800.0,287.28000000000003,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H2,0,CA,inc_q4,dti_q2
10452,143501735,2018-11,11000.0,831.6,0.030262143407864303,0.080874323411772,0.0,0.0,A,2018H2,0,WA,inc_q4,dti_q1
10453,143561453,2018-11,5000.0,378.0,0.030262143407864303,0.080874323411772,0.0,0.0,A,2018H2,0,FL,inc_q5,dti_q4
10454,154789123,2019-07,12900.0,975.24,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H2,0,FL,inc_q5,dti_q1
10455,143652947,2018-11,2400.0,181.44,0.030262143407864303,0.080874323411772,0.0,0.0,A,2018H2,0,NJ,inc_q3,dti_q1
10456,144894380,2019-01,5600.0,423.36,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,PA,inc_q4,dti_q1
10457,145806836,2019-01,10000.0,756.0,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,TX,inc_q4,dti_q3
10458,149921970,2019-04,12000.0,907.2,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,TX,inc_q2,dti_q1
10459,149085851,2019-03,35000.0,2646.0,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,PA,inc_q5,dti_q4
10460,149988249,2019-04,4725.0,357.21,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,CA,inc_q3,dti_q2
10461,159556846,2019-09,3850.0,291.06,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H2,0,NY,inc_q2,dti_q1
10462,145627026,2018-12,20000.0,1512.0,0.030262143407864303,0.080874323411772,0.0,0.0,A,2018H2,0,WA,inc_q4,dti_q3
10463,155344482,2019-07,5000.0,378.0,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H2,0,CA,inc_q2,dti_q1
10464,147940853,2019-02,10000.0,756.0,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,TX,inc_q4,dti_q1
10465,147938810,2019-02,10000.0,756.0,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,IL,inc_q5,dti_q1
10466,152316826,2019-05,40000.0,3024.0,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,NV,inc_q5,dti_q2
10467,147610171,2019-02,9000.0,680.4,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,MN,inc_q5,dti_q2
10468,151452817,2019-05,6000.0,453.6,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,AZ,inc_q2,dti_q1
10469,151399099,2019-05,2600.0,196.56,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,NY,inc_q2,dti_q2
10470,145453719,2018-12,6000.0,453.6,0.030262143407864303,0.080874323411772,0.0,0.0,A,2018H2,0,NY,inc_q4,dti_q1
10471,143514465,2018-11,1700.0,128.52,0.030262143407864303,0.080874323411772,0.0,0.0,A,2018H2,0,PA,inc_q4,dti_q1
10472,163399077,2019-12,5200.0,393.12,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H2,0,CA,inc_q3,dti_q2
10473,152155524,2019-05,6000.0,453.6,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,NJ,inc_q3,dti_q1
10474,148907291,2019-03,15000.0,1134.0,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,CA,inc_q5,dti_q1
10475,144722787,2018-12,18000.0,1360.8,0.030262143407864303,0.080874323411772,0.0,0.0,A,2018H2,0,CA,inc_q4,dti_q4
10476,145554228,2018-12,2400.0,181.44,0.030262143407864303,0.080874323411772,0.0,0.0,A,2018H2,0,CA,inc_q2,dti_q1
10477,163435863,2019-12,1000.0,75.6,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H2,0,NJ,inc_q5,dti_q1
10478,163168773,2019-12,5250.0,396.9,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H2,0,NC,inc_q3,dti_q3
10479,162740559,2019-12,2500.0,189.0,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H2,0,CA,inc_q3,dti_q1
10480,162906837,2019-12,1000.0,75.6,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H2,0,MD,inc_q1,dti_q3
10481,162683173,2019-12,3700.0,279.72,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H2,0,GA,inc_q4,dti_q3
10482,153645070,2019-07,15000.0,1134.0,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H2,0,CO,inc_q4,dti_q1
10483,154942256,2019-07,1000.0,75.6,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H2,0,AZ,inc_q5,dti_q1
10484,155157532,2019-07,4500.0,340.2,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H2,0,AZ,inc_q4,dti_q1
10485,149729902,2019-04,6000.0,453.6,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,FL,inc_q1,dti_q1
10486,144832387,2018-12,34000.0,2570.4,0.030262143407864303,0.080874323411772,0.0,0.0,A,2018H2,0,other_state,inc_q3,dti_q3
10487,144830211,2018-12,20000.0,1512.0,0.030262143407864303,0.080874323411772,0.0,0.0,A,2018H2,0,FL,inc_q5,dti_q2
10488,144866884,2018-12,9000.0,680.4,0.030262143407864303,0.080874323411772,0.0,0.0,A,2018H2,0,other_state,inc_q5,dti_q1
10489,146015460,2019-01,6000.0,453.6,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,other_state,inc_q4,dti_q2
10490,146333909,2019-01,10000.0,756.0,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,CA,inc_q1,nan
10491,145330319,2019-01,4000.0,302.4,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,TX,inc_q3,dti_q2
10492,166288335,2020-02,1000.0,75.6,0.030262143407864303,0.080874323411772,0.0,0.0,A,2020,0,MI,inc_q3,dti_q3
10493,148769548,2019-03,14000.0,1058.4,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,other_state,inc_q4,dti_q1
10494,148783666,2019-03,20000.0,1512.0,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,CO,inc_q4,dti_q2
10495,150640911,2019-04,7000.0,529.2,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,NY,inc_q5,dti_q2
10496,151360569,2019-05,8000.0,604.8,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,VA,inc_q1,dti_q3
10497,165490557,2020-01,15775.0,1192.59,0.030262143407864303,0.080874323411772,0.0,0.0,A,2020,0,other_state,inc_q5,dti_q4
10498,145186749,2018-12,8000.0,604.8,0.030262143407864303,0.080874323411772,0.0,0.0,A,2018H2,0,IL,inc_q4,dti_q3
10499,147993225,2019-02,1400.0,105.84,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,NY,inc_q1,dti_q1
10500,151460746,2019-05,3025.0,228.69,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,GA,inc_q2,dti_q4
10501,147877503,2019-02,2000.0,151.2,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,IL,inc_q4,dti_q2
10502,143984350,2018-11,3500.0,264.6,0.030262143407864303,0.080874323411772,0.0,0.0,A,2018H2,0,CA,inc_q5,dti_q2
10503,144074237,2018-11,1725.0,130.41,0.030262143407864303,0.080874323411772,0.0,0.0,A,2018H2,0,NY,inc_q1,dti_q2
10504,151510015,2019-05,24000.0,1814.4,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,WA,inc_q5,dti_q1
10505,151621574,2019-05,4500.0,340.2,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,AZ,inc_q3,dti_q1
10506,152097266,2019-05,10925.0,825.93,0.030262143407864303,0.080874323411772,0.0,0.0,A,2019H1,0,GA,inc_q4,dti_q3
10507,131742997,2018-04,12000.0,955.2,0.03922214897824654,0.0993933733078867,0.0,0.0,A,2018H1,0,other_state,inc_q4,dti_q2
10508,131919979,2018-04,14000.0,1114.4,0.03922214897824654,0.0993933733078867,0.0,0.0,A,2018H1,0,OH,inc_q4,dti_q1
10509,131401387,2018-04,4500.0,358.20000000000005,0.03922214897824654,0.0993933733078867,0.0,0.0,A,2018H1,0,other_state,inc_q4,dti_q2
10510,129547793,2018-03,6000.0,477.6,0.03922214897824654,0.0993933733078867,0.0,0.0,A,2018H1,0,other_state,inc_q2,dti_q1
10511,129523478,2018-03,15000.0,1194.0,0.03922214897824654,0.0993933733078867,0.0,0.0,A,2018H1,0,other_state,inc_q5,dti_q1
10512,131975225,2018-04,5200.0,413.92,0.03922214897824654,0.0993933733078867,0.0,0.0,A,2018H1,0,other_state,inc_q3,dti_q2
10513,130142499,2018-04,2000.0,159.20000000000002,0.03922214897824654,0.0993933733078867,0.0,0.0,A,2018H1,0,FL,inc_q2,dti_q4
10514,131508295,2018-04,4800.0,382.08000000000004,0.03922214897824654,0.0993933733078867,0.0,0.0,A,2018H1,0,CA,inc_q1,dti_q1
10515,131021769,2018-04,1700.0,135.32,0.03922214897824654,0.0993933733078867,0.0,0.0,A,2018H1,0,NY,inc_q1,dti_q5
10516,132320175,2018-04,3000.0,238.8,0.03922214897824654,0.0993933733078867,0.0,0.0,A,2018H1,0,IN,inc_q1,dti_q2
10517,129599157,2018-03,25000.0,1990.0,0.03922214897824654,0.0993933733078867,0.0,0.0,A,2018H1,0,MN,inc_q5,dti_q2
10518,130509593,2018-04,12000.0,955.2,0.03922214897824654,0.0993933733078867,0.0,0.0,A,2018H1,0,IL,inc_q5,dti_q1
10519,129362735,2018-03,12000.0,955.2,0.03922214897824654,0.0993933733078867,0.0,0.0,A,2018H1,0,other_state,inc_q1,dti_q5
10520,132560003,2018-05,12000.0,955.2,0.03922214897824654,0.0993933733078867,0.0,0.0,A,2018H1,0,PA,inc_q4,dti_q2
10521,129857481,2018-03,40000.0,3184.0,0.03922214897824654,0.0993933733078867,0.0,0.0,A,2018H1,0,VA,inc_q4,dti_q5
10522,131083096,2018-04,7000.0,557.2,0.03922214897824654,0.0993933733078867,0.0,0.0,A,2018H1,0,other_state,inc_q2,dti_q1
10523,129672833,2018-03,3200.0,254.72000000000003,0.03922214897824654,0.0993933733078867,0.0,0.0,A,2018H1,0,CO,inc_q3,dti_q1
10524,132909057,2018-05,38200.0,3040.7200000000003,0.03922214897824654,0.0993933733078867,0.0,0.0,A,2018H1,0,WA,inc_q5,dti_q1
10525,129263622,2018-02,2400.0,191.04000000000002,0.03922214897824654,0.0993933733078867,0.0,0.0,A,2018H1,0,NY,inc_q4,dti_q1
10526,130891621,2018-04,6500.0,517.4,0.03922214897824654,0.0993933733078867,0.0,0.0,A,2018H1,0,other_state,inc_q4,dti_q1
10527,130952934,2018-04,2000.0,159.20000000000002,0.03922214897824654,0.0993933733078867,0.0,0.0,A,2018H1,0,OH,inc_q1,dti_q5
10528,126714373,2018-01,5000.0,398.49999999999994,0.03944627554383652,0.09984891727215812,0.0,0.0,A,2018H1,0,MA,inc_q1,dti_q5
10529,127333685,2018-01,20000.0,1593.9999999999998,0.03944627554383652,0.09984891727215812,0.0,0.0,A,2018H1,0,NY,inc_q5,dti_q1
10530,136911741,2018-07,12800.0,853.76,0.010662177328843996,0.03672906242751414,0.0,0.0,A,2018H2,0,other_state,inc_q2,dti_q2
10531,136457685,2018-07,16000.0,1067.1999999999998,0.010662177328843996,0.03672906242751414,0.0,0.0,A,2018H2,0,TX,inc_q4,dti_q1
10532,141278490,2018-10,5000.0,333.5,0.010662177328843996,0.03672906242751414,0.0,0.0,A,2018H2,0,NC,inc_q4,dti_q1
10533,138240169,2018-08,35000.0,2334.5,0.010662177328843996,0.03672906242751414,0.0,0.0,A,2018H2,0,GA,inc_q5,dti_q1
10534,141214885,2018-10,1400.0,93.38,0.010662177328843996,0.03672906242751414,0.0,0.0,A,2018H2,0,other_state,inc_q3,dti_q1
10535,140423185,2018-09,1000.0,66.69999999999999,0.010662177328843996,0.03672906242751414,0.0,0.0,A,2018H2,0,TX,inc_q1,dti_q4
10536,141150518,2018-10,25000.0,1667.4999999999998,0.010662177328843996,0.03672906242751414,0.0,0.0,A,2018H2,0,MI,inc_q5,dti_q2
10537,138201935,2018-08,2000.0,133.39999999999998,0.010662177328843996,0.03672906242751414,0.0,0.0,A,2018H2,0,NY,inc_q2,dti_q1
10538,140371243,2018-09,4800.0,320.15999999999997,0.010662177328843996,0.03672906242751414,0.0,0.0,A,2018H2,0,IN,inc_q4,dti_q1
10539,136923445,2018-07,4800.0,320.15999999999997,0.010662177328843996,0.03672906242751414,0.0,0.0,A,2018H2,0,IL,inc_q2,dti_q1
10540,140857816,2018-09,15000.0,1000.4999999999999,0.010662177328843996,0.03672906242751414,0.0,0.0,A,2018H2,0,GA,inc_q4,dti_q1
10541,137130326,2018-08,16000.0,1067.1999999999998,0.010662177328843996,0.03672906242751414,0.0,0.0,A,2018H2,0,CA,inc_q3,dti_q2
10542,137153804,2018-07,3600.0,240.11999999999998,0.010662177328843996,0.03672906242751414,0.0,0.0,A,2018H2,0,other_state,inc_q5,dti_q1
10543,141293213,2018-10,8000.0,533.5999999999999,0.010662177328843996,0.03672906242751414,0.0,0.0,A,2018H2,0,MI,inc_q5,dti_q1
10544,138260302,2018-08,5525.0,368.5175,0.010662177328843996,0.03672906242751414,0.0,0.0,A,2018H2,0,NC,inc_q5,dti_q1
10545,141666190,2018-10,10000.0,667.0,0.010662177328843996,0.03672906242751414,0.0,0.0,A,2018H2,0,CO,inc_q4,dti_q2
10546,137949259,2018-08,12500.0,833.7499999999999,0.010662177328843996,0.03672906242751414,0.0,0.0,A,2018H2,0,other_state,inc_q4,dti_q3
10547,137928823,2018-08,19200.0,1280.6399999999999,0.010662177328843996,0.03672906242751414,0.0,0.0,A,2018H2,0,MA,inc_q5,dti_q2
10548,140308254,2018-09,2400.0,160.07999999999998,0.010662177328843996,0.03672906242751414,0.0,0.0,A,2018H2,0,MI,inc_q2,dti_q2
10549,141676555,2018-10,3000.0,200.1,0.010662177328843996,0.03672906242751414,0.0,0.0,A,2018H2,0,IL,inc_q3,dti_q2
10550,142268965,2018-10,15000.0,1000.4999999999999,0.010662177328843996,0.03672906242751414,0.0,0.0,A,2018H2,0,MI,inc_q5,dti_q2
10551,138616691,2018-08,15000.0,1000.4999999999999,0.010662177328843996,0.03672906242751414,0.0,0.0,A,2018H2,0,NC,inc_q5,dti_q2
10552,142131479,2018-10,10000.0,667.0,0.010662177328843996,0.03672906242751414,0.0,0.0,A,2018H2,0,CA,inc_q5,dti_q3
10553,142172613,2018-10,7500.0,500.24999999999994,0.010662177328843996,0.03672906242751414,0.0,0.0,A,2018H2,0,other_state,inc_q5,dti_q1
10554,140978659,2018-09,15000.0,1000.4999999999999,0.010662177328843996,0.03672906242751414,0.0,0.0,A,2018H2,0,other_state,inc_q5,dti_q1
10555,140884268,2018-09,25000.0,1667.4999999999998,0.010662177328843996,0.03672906242751414,0.0,0.0,A,2018H2,0,CA,inc_q4,dti_q4
10556,140616772,2018-10,12000.0,800.4,0.010662177328843996,0.03672906242751414,0.0,0.0,A,2018H2,0,IL,inc_q5,dti_q1
10557,136202727,2018-07,10800.0,720.3599999999999,0.010662177328843996,0.03672906242751414,0.0,0.0,A,2018H2,0,VA,inc_q2,dti_q3
10558,139259062,2018-09,10000.0,667.0,0.010662177328843996,0.03672906242751414,0.0,0.0,A,2018H2,0,other_state,inc_q4,dti_q2
10559,137799055,2018-08,12000.0,800.4,0.010662177328843996,0.03672906242751414,0.0,0.0,A,2018H2,0,OH,inc_q5,dti_q2
10560,138943636,2018-08,4000.0,266.79999999999995,0.010662177328843996,0.03672906242751414,0.0,0.0,A,2018H2,0,IN,inc_q4,dti_q4
10561,139102775,2018-08,12000.0,800.4,0.010662177328843996,0.03672906242751414,0.0,0.0,A,2018H2,0,FL,inc_q4,dti_q3
10562,142876576,2018-10,12000.0,800.4,0.010662177328843996,0.03672906242751414,0.0,0.0,A,2018H2,0,CA,inc_q5,dti_q1
10563,139033869,2018-08,5000.0,333.5,0.010662177328843996,0.03672906242751414,0.0,0.0,A,2018H2,0,IN,inc_q4,dti_q1
10564,143009280,2018-11,40000.0,2668.0,0.010662177328843996,0.03672906242751414,0.0,0.0,A,2018H2,0,FL,inc_q5,dti_q1
10565,139082760,2018-09,28800.0,1920.9599999999998,0.010662177328843996,0.03672906242751414,0.0,0.0,A,2018H2,0,CA,inc_q5,dti_q2
10566,139380686,2018-08,11700.0,780.39,0.010662177328843996,0.03672906242751414,0.0,0.0,A,2018H2,0,CA,inc_q5,dti_q3
10567,137328837,2018-08,6400.0,426.88,0.010662177328843996,0.03672906242751414,0.0,0.0,A,2018H2,0,CO,inc_q3,dti_q4
10568,139051759,2018-08,12000.0,800.4,0.010662177328843996,0.03672906242751414,0.0,0.0,A,2018H2,0,VA,inc_q4,dti_q2
10569,139195710,2018-08,5000.0,333.5,0.010662177328843996,0.03672906242751414,0.0,0.0,A,2018H2,0,TX,inc_q4,dti_q2
10570,136360475,2018-07,1000.0,66.69999999999999,0.010662177328843996,0.03672906242751414,0.0,0.0,A,2018H2,0,NC,inc_q3,dti_q3
10571,138119983,2018-08,9000.0,600.3,0.010662177328843996,0.03672906242751414,0.0,0.0,A,2018H2,0,MN,inc_q4,dti_q2
10572,126465093,2018-01,8500.0,802.4,0.0722267362942478,0.16385598067539128,0.0,0.0,B,2018H1,1,CA,inc_q5,dti_q4
10573,129060280,2018-02,10000.0,944.0,0.0722267362942478,0.16385598067539128,0.0,0.0,B,2018H1,1,MD,inc_q5,dti_q1
10574,128112876,2018-02,4500.0,424.8,0.0722267362942478,0.16385598067539128,0.0,0.0,B,2018H1,1,GA,inc_q1,dti_q2
10575,128378999,2018-02,6000.0,566.4,0.0722267362942478,0.16385598067539128,0.0,0.0,B,2018H1,1,NC,inc_q2,dti_q1
10576,126114471,2018-01,6000.0,566.4,0.0722267362942478,0.16385598067539128,0.0,0.0,B,2018H1,1,other_state,inc_q2,dti_q1
10577,127228503,2018-01,12000.0,1132.8,0.0722267362942478,0.16385598067539128,0.0,0.0,B,2018H1,1,GA,inc_q2,dti_q2
10578,128090252,2018-02,22000.0,2076.7999999999997,0.0722267362942478,0.16385598067539128,0.0,0.0,B,2018H1,1,CA,inc_q5,dti_q2
10579,128910117,2018-02,11000.0,1038.3999999999999,0.0722267362942478,0.16385598067539128,0.0,0.0,B,2018H1,1,MA,inc_q2,dti_q2
10580,127767748,2018-02,16000.0,1510.3999999999999,0.0722267362942478,0.16385598067539128,0.0,0.0,B,2018H1,1,NJ,inc_q5,dti_q2
10581,130509211,2018-04,7000.0,694.4,0.08291049320073066,0.1839309243202601,0.0,0.0,B,2018H1,1,MI,inc_q3,dti_q3
10582,131284600,2018-04,8000.0,793.6,0.08291049320073066,0.1839309243202601,0.0,0.0,B,2018H1,1,CA,inc_q4,dti_q2
10583,130780258,2018-03,3000.0,297.59999999999997,0.08291049320073066,0.1839309243202601,0.0,0.0,B,2018H1,1,CA,inc_q1,dti_q3
10584,131085587,2018-04,5000.0,496.0,0.08291049320073066,0.1839309243202601,0.0,0.0,B,2018H1,1,TX,inc_q5,dti_q2
10585,130166736,2018-03,12000.0,1190.3999999999999,0.08291049320073066,0.1839309243202601,0.0,0.0,B,2018H1,1,MA,inc_q2,dti_q1
10586,129348752,2018-02,2000.0,198.4,0.08291049320073066,0.1839309243202601,0.0,0.0,B,2018H1,1,other_state,inc_q2,dti_q1
10587,131976458,2018-04,8400.0,833.28,0.08291049320073066,0.1839309243202601,0.0,0.0,B,2018H1,1,VA,inc_q1,dti_q5
