policy_id,source_family,source_value,n_funded,funded_exposure,coverage_alpha01,ecl_baseline_lgd45
crpto_rt0p155_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,B|2019H1,1,1500.0,1.0,69.59645684858876
crpto_rt0p155_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,B|2020,4,15000.0,1.0,1151.2173741285014
crpto_rt0p155_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,C|2018H1,26,64175.0,1.0,4845.4294188911
crpto_rt0p155_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,C|2018H2,52,173025.0,0.9423076923076923,14083.393560267636
crpto_rt0p155_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,C|2019H1,48,150850.0,0.9375,11805.533849139945
crpto_rt0p155_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,C|2019H2,35,110325.0,0.9142857142857143,9436.773524642776
crpto_rt0p155_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,C|2020,15,42100.0,1.0,3885.0751907569256
crpto_rt0p155_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,D|2018H1,19,39300.0,0.8947368421052632,3812.7506814152066
crpto_rt0p155_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,D|2018H2,33,113850.0,0.9393939393939394,10076.73011844468
crpto_rt0p155_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,D|2019H1,26,69775.0,0.8846153846153846,6563.995035334293
crpto_rt0p155_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,D|2019H2,33,105650.0,0.9696969696969697,10553.760434740288
crpto_rt0p155_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,D|2020,3,3950.0,1.0,645.962167252933
crpto_rt0p155_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,E|2018H1,3,4200.0,1.0,838.7253427211313
crpto_rt0p155_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,E|2018H2,22,42000.0,0.9545454545454546,7348.81750312145
crpto_rt0p155_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,E|2019H1,6,13300.0,1.0,1373.344170427827
crpto_rt0p155_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,F|2018H2,5,5200.0,1.0,1476.8192240987437
crpto_rt0p155_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,F|2019H1,5,5000.0,0.6,1727.747628499726
crpto_rt0p155_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,G|2018H2,1,1000.0,1.0,348.62282187302634
crpto_rt0p155_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,G|2019H1,2,2000.0,1.0,659.8958368583164
crpto_rt0p155_g0p55_u0p05_alpha0p01_incumbent_region_rs42,grade_period,B|2019H1,1,1500.0,1.0,69.59645684858876
crpto_rt0p155_g0p55_u0p05_alpha0p01_incumbent_region_rs42,grade_period,B|2020,4,15000.0,1.0,1151.2173741285014
crpto_rt0p155_g0p55_u0p05_alpha0p01_incumbent_region_rs42,grade_period,C|2018H1,26,64175.0,1.0,4845.4294188911
crpto_rt0p155_g0p55_u0p05_alpha0p01_incumbent_region_rs42,grade_period,C|2018H2,57,185625.0,0.9473684210526316,15343.48727821697
crpto_rt0p155_g0p55_u0p05_alpha0p01_incumbent_region_rs42,grade_period,C|2019H1,52,159750.0,0.9423076923076923,12576.654245019325
crpto_rt0p155_g0p55_u0p05_alpha0p01_incumbent_region_rs42,grade_period,C|2019H2,36,102650.0,0.9166666666666666,8558.192742830926
crpto_rt0p155_g0p55_u0p05_alpha0p01_incumbent_region_rs42,grade_period,C|2020,16,43100.0,1.0,3958.810382060852
crpto_rt0p155_g0p55_u0p05_alpha0p01_incumbent_region_rs42,grade_period,D|2018H1,19,43300.0,0.8421052631578947,3858.5314595672735
crpto_rt0p155_g0p55_u0p05_alpha0p01_incumbent_region_rs42,grade_period,D|2018H2,29,100325.0,0.9655172413793104,8507.869053217524
crpto_rt0p155_g0p55_u0p05_alpha0p01_incumbent_region_rs42,grade_period,D|2019H1,26,55000.0,0.9615384615384616,7202.349414210692
crpto_rt0p155_g0p55_u0p05_alpha0p01_incumbent_region_rs42,grade_period,D|2019H2,27,95850.0,0.962962962962963,8297.668856645485
crpto_rt0p155_g0p55_u0p05_alpha0p01_incumbent_region_rs42,grade_period,D|2020,2,2450.0,1.0,172.50217155803503
crpto_rt0p155_g0p55_u0p05_alpha0p01_incumbent_region_rs42,grade_period,E|2018H1,4,5500.0,1.0,1177.2795701549587
crpto_rt0p155_g0p55_u0p05_alpha0p01_incumbent_region_rs42,grade_period,E|2018H2,25,44300.0,0.96,7989.50274413538
crpto_rt0p155_g0p55_u0p05_alpha0p01_incumbent_region_rs42,grade_period,E|2019H1,10,19500.0,1.0,3131.1777832861917
crpto_rt0p155_g0p55_u0p05_alpha0p01_incumbent_region_rs42,grade_period,F|2018H1,2,3500.0,0.5,1114.129444334371
crpto_rt0p155_g0p55_u0p05_alpha0p01_incumbent_region_rs42,grade_period,F|2018H2,3,3500.0,1.0,891.87064740815
crpto_rt0p155_g0p55_u0p05_alpha0p01_incumbent_region_rs42,grade_period,F|2019H1,2,2000.0,0.5,681.879162880647
crpto_rt0p155_g0p55_u0p05_alpha0p01_incumbent_region_rs42,grade_period,G|2019H1,1,1000.0,1.0,332.2785976671428
crpto_rt0p155_g0p55_u0p10_alpha0p01_incumbent_region_rs42,grade_period,B|2018H2,1,1000.0,1.0,46.39763789905917
crpto_rt0p155_g0p55_u0p10_alpha0p01_incumbent_region_rs42,grade_period,B|2019H1,1,1500.0,1.0,69.59645684858876
crpto_rt0p155_g0p55_u0p10_alpha0p01_incumbent_region_rs42,grade_period,B|2020,4,15000.0,1.0,1151.2173741285014
crpto_rt0p155_g0p55_u0p10_alpha0p01_incumbent_region_rs42,grade_period,C|2018H1,26,64175.0,1.0,4845.4294188911
crpto_rt0p155_g0p55_u0p10_alpha0p01_incumbent_region_rs42,grade_period,C|2018H2,53,177225.0,0.9433962264150944,14503.42479958408
crpto_rt0p155_g0p55_u0p10_alpha0p01_incumbent_region_rs42,grade_period,C|2019H1,48,150850.0,0.9375,11805.533849139943
crpto_rt0p155_g0p55_u0p10_alpha0p01_incumbent_region_rs42,grade_period,C|2019H2,37,114650.0,0.9189189189189189,9758.281998020768
crpto_rt0p155_g0p55_u0p10_alpha0p01_incumbent_region_rs42,grade_period,C|2020,16,43100.0,1.0,3958.8103820608517
crpto_rt0p155_g0p55_u0p10_alpha0p01_incumbent_region_rs42,grade_period,D|2018H1,21,46800.0,0.8571428571428572,4199.641745289973
crpto_rt0p155_g0p55_u0p10_alpha0p01_incumbent_region_rs42,grade_period,D|2018H2,31,104650.0,0.967741935483871,8940.40122227553
crpto_rt0p155_g0p55_u0p10_alpha0p01_incumbent_region_rs42,grade_period,D|2019H1,29,64775.0,0.896551724137931,8582.834062629556
crpto_rt0p155_g0p55_u0p10_alpha0p01_incumbent_region_rs42,grade_period,D|2019H2,31,100450.0,0.935483870967742,9707.242067254794
crpto_rt0p155_g0p55_u0p10_alpha0p01_incumbent_region_rs42,grade_period,D|2020,2,2450.0,1.0,172.50217155803503
crpto_rt0p155_g0p55_u0p10_alpha0p01_incumbent_region_rs42,grade_period,E|2018H1,2,3500.0,1.0,596.9896941610054
crpto_rt0p155_g0p55_u0p10_alpha0p01_incumbent_region_rs42,grade_period,E|2018H2,24,42200.0,1.0,7050.65827916253
crpto_rt0p155_g0p55_u0p10_alpha0p01_incumbent_region_rs42,grade_period,E|2019H1,6,13300.0,1.0,1380.8085086358838
crpto_rt0p155_g0p55_u0p10_alpha0p01_incumbent_region_rs42,grade_period,F|2018H1,1,1000.0,1.0,327.6172391911737
crpto_rt0p155_g0p55_u0p10_alpha0p01_incumbent_region_rs42,grade_period,F|2018H2,6,6500.0,0.8333333333333334,1761.1267441904151
crpto_rt0p155_g0p55_u0p10_alpha0p01_incumbent_region_rs42,grade_period,F|2019H1,3,3000.0,0.6666666666666667,920.7446525569824
crpto_rt0p155_g0p55_u0p10_alpha0p01_incumbent_region_rs42,grade_period,G|2018H2,1,1000.0,1.0,324.38172399386343
crpto_rt0p155_g0p55_u0p10_alpha0p01_incumbent_region_rs42,grade_period,G|2019H1,1,1000.0,1.0,332.2785976671428
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,B|2020,3,12000.0,1.0,976.2591929109874
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,C|2018H1,12,33750.0,1.0,2563.292868002377
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,C|2018H2,36,98575.0,0.9444444444444444,8073.7187837516185
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,C|2019H1,42,132150.0,0.9285714285714286,10362.028539236127
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,C|2019H2,32,91325.0,0.90625,7834.317176440615
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,C|2020,14,40600.0,1.0,3760.92181684075
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,D|2018H1,23,48800.0,0.8695652173913043,4728.941503018015
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,D|2018H2,32,112650.0,0.96875,9740.460725735424
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,D|2019H1,31,77575.0,0.9032258064516129,9053.868462541828
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,D|2019H2,34,105350.0,0.9411764705882353,10522.53838149122
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,D|2020,3,5450.0,1.0,472.5244853554955
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,E|2018H1,9,13150.0,1.0,3672.129542447632
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,E|2018H2,36,65000.0,0.9722222222222222,12126.412186124446
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,E|2019H1,7,14500.0,1.0,1744.0884223683624
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,F|2018H2,12,14275.0,0.8333333333333334,4526.89655766386
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,F|2019H1,5,5000.0,0.6,1617.9902963030352
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,G|2018H2,5,5550.0,0.6,1921.2646936505737
crpto_rt0p160_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,G|2019H1,3,3000.0,1.0,1008.6217026576453
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,grade_period,B|2020,4,15000.0,1.0,1151.2173741285014
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,grade_period,C|2018H1,12,33750.0,1.0,2563.292868002377
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,grade_period,C|2018H2,36,98575.0,0.9444444444444444,8073.7187837516185
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,grade_period,C|2019H1,42,132150.0,0.9285714285714286,10362.028539236127
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,grade_period,C|2019H2,32,91325.0,0.90625,7834.317176440615
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,grade_period,C|2020,14,40600.0,1.0,3760.92181684075
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,grade_period,D|2018H1,23,48800.0,0.8695652173913043,4728.941503018015
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,grade_period,D|2018H2,33,113850.0,0.9393939393939394,10076.73011844468
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,grade_period,D|2019H1,35,83700.0,0.9142857142857143,10731.33935193436
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,grade_period,D|2019H2,33,106850.0,0.9393939393939394,11000.126299909145
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,grade_period,D|2020,5,11275.0,1.0,2178.977545832866
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,grade_period,E|2018H1,9,12350.0,1.0,3325.1775966659507
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,grade_period,E|2018H2,31,62250.0,0.967741935483871,11085.037857002224
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,grade_period,E|2019H1,11,20300.0,1.0,3557.792569142287
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,grade_period,F|2018H2,11,14900.0,0.8181818181818181,4573.541699065534
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,grade_period,F|2019H1,3,3000.0,0.6666666666666667,966.9642645644556
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,grade_period,G|2018H2,2,2000.0,1.0,694.2985470871424
crpto_rt0p160_g0p45_u0p05_alpha0p01_incumbent_region_rs42,grade_period,G|2019H1,2,2000.0,1.0,659.8958368583164
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,grade_period,B|2020,4,15000.0,1.0,1151.2173741285014
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,grade_period,C|2018H1,12,33750.0,1.0,2563.292868002377
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,grade_period,C|2018H2,36,98575.0,0.9444444444444444,8073.7187837516185
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,grade_period,C|2019H1,42,132150.0,0.9285714285714286,10362.028539236127
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,grade_period,C|2019H2,31,88325.0,0.935483870967742,7544.99375909236
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,grade_period,C|2020,13,39100.0,1.0,3616.2601081666226
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,grade_period,D|2018H1,21,46800.0,0.8571428571428572,4199.641745289973
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,grade_period,D|2018H2,32,112650.0,0.96875,9740.460725735424
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,grade_period,D|2019H1,39,89700.0,0.9230769230769231,12602.296108204755
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,grade_period,D|2019H2,36,107350.0,0.9722222222222222,11192.200565370928
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,grade_period,D|2020,3,5450.0,1.0,472.5244853554955
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,grade_period,E|2018H1,7,10650.0,1.0,2778.987765088448
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,grade_period,E|2018H2,31,60750.0,1.0,10552.82272934195
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,grade_period,E|2019H1,11,23850.0,1.0,4590.477476344107
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,grade_period,F|2018H1,3,4500.0,0.6666666666666667,1441.746683525545
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,grade_period,F|2018H2,9,9700.0,0.8888888888888888,2830.7953283511783
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,grade_period,F|2019H1,3,3000.0,0.6666666666666667,920.7446525569824
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,grade_period,G|2018H2,4,4000.0,0.75,1370.2501896129424
crpto_rt0p160_g0p45_u0p10_alpha0p01_incumbent_region_rs42,grade_period,G|2019H1,1,1000.0,1.0,332.2785976671428
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,B|2020,4,15000.0,1.0,1151.2173741285014
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,C|2018H1,15,41250.0,1.0,3175.474546830606
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,C|2018H2,40,104100.0,0.975,8519.846769825153
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,C|2019H1,46,143850.0,0.9347826086956522,11263.888151192237
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,C|2019H2,33,84825.0,0.9090909090909091,7089.456958943417
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,C|2020,15,42100.0,1.0,3885.0751907569256
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,D|2018H1,23,50300.0,0.8695652173913043,5125.916321314047
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,D|2018H2,33,112850.0,0.9393939393939394,10141.365121443729
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,D|2019H1,31,77575.0,0.9032258064516129,8974.858262855538
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,D|2019H2,33,105750.0,0.9696969696969697,10670.420529199064
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,D|2020,5,10300.0,1.0,2012.1618597175639
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,E|2018H1,2,3000.0,1.0,480.2393697893541
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,E|2018H2,37,67100.0,0.972972972972973,12515.0763222355
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,E|2019H1,9,19500.0,0.8888888888888888,3140.314375154415
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,F|2018H1,2,3500.0,0.5,1093.1238616525186
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,F|2018H2,6,6500.0,0.6666666666666667,1867.0096361924066
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,F|2019H1,1,1000.0,1.0,348.62282187302634
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,G|2018H2,1,1000.0,1.0,327.6172391911737
crpto_rt0p160_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,G|2019H1,1,1000.0,1.0,327.6172391911737
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,grade_period,B|2020,4,15000.0,1.0,1151.2173741285014
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,grade_period,C|2018H1,18,50050.0,1.0,3763.389646305094
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,grade_period,C|2018H2,46,120725.0,0.9565217391304348,10136.46231913079
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,grade_period,C|2019H1,46,143850.0,0.9347826086956522,11263.888151192237
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,grade_period,C|2019H2,35,110325.0,0.9142857142857143,9436.773524642776
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,grade_period,C|2020,15,42100.0,1.0,3885.0751907569256
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,grade_period,D|2018H1,22,47800.0,0.8636363636363636,4464.291624153994
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,grade_period,D|2018H2,30,107650.0,0.9666666666666667,9240.42353607299
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,grade_period,D|2019H1,29,66075.0,0.9310344827586207,7852.187634296053
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,grade_period,D|2019H2,31,102450.0,0.935483870967742,9904.38804024073
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,grade_period,D|2020,5,8950.0,1.0,1518.3823546411422
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,grade_period,E|2018H1,7,14800.0,1.0,4131.624005646083
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,grade_period,E|2018H2,29,52700.0,1.0,10443.904045400614
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,grade_period,E|2019H1,8,15300.0,1.0,1985.5598601448426
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,grade_period,F|2018H1,1,2500.0,0.0,765.5066224613448
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,grade_period,F|2018H2,5,6700.0,1.0,1881.706846373304
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,grade_period,F|2019H1,3,3000.0,0.6666666666666667,920.7446525569824
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,grade_period,G|2018H2,2,2500.0,0.5,871.5570546825659
crpto_rt0p160_g0p50_u0p05_alpha0p01_incumbent_region_rs42,grade_period,G|2019H1,2,2000.0,1.0,659.8958368583164
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,grade_period,B|2019H1,1,1500.0,1.0,69.59645684858876
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,grade_period,B|2020,4,15000.0,1.0,1151.2173741285014
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,grade_period,C|2018H1,17,46050.0,1.0,3434.671338561141
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,grade_period,C|2018H2,40,104725.0,0.95,8536.343312211
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,grade_period,C|2019H1,46,143850.0,0.9347826086956522,11263.888151192237
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,grade_period,C|2019H2,34,96825.0,0.9117647058823529,8289.54621413326
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,grade_period,C|2020,15,42100.0,1.0,3885.0751907569256
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,grade_period,D|2018H1,21,46800.0,0.8571428571428572,4199.641745289973
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,grade_period,D|2018H2,32,112650.0,0.96875,9740.460725735424
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,grade_period,D|2019H1,38,85775.0,0.8947368421052632,11327.830212763889
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,grade_period,D|2019H2,35,112150.0,0.9428571428571428,12817.498061016771
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,grade_period,D|2020,4,8950.0,1.0,1577.2644753102572
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,grade_period,E|2018H1,6,7500.0,1.0,1763.706713063877
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,grade_period,E|2018H2,28,58050.0,1.0,9444.039223460431
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,grade_period,E|2019H1,8,15800.0,1.0,2076.5216377083966
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,grade_period,F|2018H1,2,3500.0,0.5,1093.1238616525186
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,grade_period,F|2018H2,5,5500.0,1.0,1436.7450201965516
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,grade_period,F|2019H1,3,3000.0,0.6666666666666667,920.7446525569824
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,grade_period,G|2018H2,1,1000.0,1.0,324.38172399386343
crpto_rt0p160_g0p50_u0p10_alpha0p01_incumbent_region_rs42,grade_period,G|2019H1,1,1000.0,1.0,332.2785976671428
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,B|2020,4,15000.0,1.0,1151.2173741285014
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,C|2018H1,21,54950.0,1.0,4167.77865641501
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,C|2018H2,48,151925.0,0.9583333333333334,12434.490729155457
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,C|2019H1,46,143850.0,0.9347826086956522,11263.888151192237
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,C|2019H2,35,110325.0,0.9142857142857143,9436.773524642776
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,C|2020,15,42100.0,1.0,3885.0751907569256
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,D|2018H1,23,48800.0,0.8695652173913043,4728.941503018015
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,D|2018H2,33,113850.0,0.9393939393939394,10076.73011844468
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,D|2019H1,29,73375.0,0.896551724137931,7663.789768108727
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,D|2019H2,31,101950.0,0.967741935483871,9508.952730446046
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,D|2020,3,5450.0,1.0,472.5244853554955
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,E|2018H1,3,4000.0,1.0,744.8892486533754
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,E|2018H2,29,51550.0,0.9655172413793104,10232.082277478945
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,E|2019H1,10,17300.0,1.0,2584.894422692334
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,F|2018H1,1,1000.0,1.0,348.62282187302634
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,F|2018H2,3,3000.0,1.0,753.703182904309
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,F|2019H1,1,1000.0,1.0,285.0851016838086
crpto_rt0p160_g0p55_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,grade_period,G|2018H2,3,3000.0,1.0,1029.252922227124
